edition,source,column_year,jurisdiction,side,instrument,value_usd_bn,unit_published,note
ISD 2015,ISD 2015 PDF InvestmentsStatisti_1499166938.pdf p.11 Fig.9B,2015,Developing Africa and the Middle East,short,st_debt,-0.01,US$ bn,
ISD 2015,ISD 2015 PDF InvestmentsStatisti_1499166938.pdf p.11 Fig.9B,2015,Developing Africa and the Middle East,short,lt_debt,0.0,US$ bn,
ISD 2015,ISD 2015 PDF InvestmentsStatisti_1499166938.pdf p.11 Fig.9B,2015,Developing Asia and the Pacific,short,total,-0.6,US$ bn,
ISD 2015,ISD 2015 PDF InvestmentsStatisti_1499166938.pdf p.11 Fig.9B,2015,Developing Asia and the Pacific,short,equities,-0.57,US$ bn,
ISD 2015,ISD 2015 PDF InvestmentsStatisti_1499166938.pdf p.11 Fig.9B,2015,Developing Asia and the Pacific,short,st_debt,-0.02,US$ bn,
ISD 2015,ISD 2015 PDF InvestmentsStatisti_1499166938.pdf p.11 Fig.9B,2015,Developing Asia and the Pacific,short,lt_debt,-0.01,US$ bn,
ISD 2015,ISD 2015 PDF InvestmentsStatisti_1499166938.pdf p.11 Fig.9B,2015,Total,short,total,-79.56,US$ bn,
ISD 2015,ISD 2015 PDF InvestmentsStatisti_1499166938.pdf p.11 Fig.9B,2015,Total,short,equities,-18.95,US$ bn,
ISD 2015,ISD 2015 PDF InvestmentsStatisti_1499166938.pdf p.11 Fig.9B,2015,Total,short,st_debt,-25.1,US$ bn,
ISD 2015,ISD 2015 PDF InvestmentsStatisti_1499166938.pdf p.11 Fig.9B,2015,Total,short,lt_debt,-35.51,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2016,United States,long,total,1168.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2015,United States,long,total,1117.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2016,United States,long,equities,333.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2015,United States,long,equities,356.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2016,United States,long,master_funds,111.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2015,United States,long,master_funds,120.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2016,United States,long,st_debt,64.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2015,United States,long,st_debt,90.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2016,United States,long,lt_debt,660.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2015,United States,long,lt_debt,551.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2016,Cayman Islands,long,total,1060.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2015,Cayman Islands,long,total,1011.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2016,Cayman Islands,long,equities,78.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2015,Cayman Islands,long,equities,82.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2016,Cayman Islands,long,master_funds,970.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2015,Cayman Islands,long,master_funds,917.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2016,Cayman Islands,long,st_debt,0.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2015,Cayman Islands,long,st_debt,2.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2016,Cayman Islands,long,lt_debt,12.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2015,Cayman Islands,long,lt_debt,10.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2016,United Kingdom,long,total,78.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2015,United Kingdom,long,total,68.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2016,United Kingdom,long,equities,17.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2015,United Kingdom,long,equities,17.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2016,United Kingdom,long,master_funds,1.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2015,United Kingdom,long,master_funds,1.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2016,United Kingdom,long,st_debt,24.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2015,United Kingdom,long,st_debt,4.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2016,United Kingdom,long,lt_debt,36.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2015,United Kingdom,long,lt_debt,46.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2016,Japan,long,total,69.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2015,Japan,long,total,59.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2016,Japan,long,equities,34.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2015,Japan,long,equities,27.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2016,Japan,long,master_funds,1.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2015,Japan,long,master_funds,0.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2016,Japan,long,st_debt,11.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2015,Japan,long,st_debt,19.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2016,Japan,long,lt_debt,23.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2015,Japan,long,lt_debt,13.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2016,Germany,long,total,52.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2015,Germany,long,total,46.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2016,Germany,long,equities,7.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2015,Germany,long,equities,6.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2016,Germany,long,master_funds,0.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2015,Germany,long,master_funds,0.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2016,Germany,long,st_debt,26.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2015,Germany,long,st_debt,7.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2016,Germany,long,lt_debt,19.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2015,Germany,long,lt_debt,33.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2016,British Virgin Islands,long,total,41.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2015,British Virgin Islands,long,total,11.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2016,British Virgin Islands,long,equities,5.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2015,British Virgin Islands,long,equities,6.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2016,British Virgin Islands,long,master_funds,35.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2015,British Virgin Islands,long,master_funds,5.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2016,British Virgin Islands,long,st_debt,0.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2015,British Virgin Islands,long,st_debt,0.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2016,British Virgin Islands,long,lt_debt,1.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2015,British Virgin Islands,long,lt_debt,0.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2016,France,long,total,36.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2015,France,long,total,42.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2016,France,long,equities,5.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2015,France,long,equities,6.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2016,France,long,master_funds,0.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2015,France,long,master_funds,0.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2016,France,long,st_debt,14.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2015,France,long,st_debt,1.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2016,France,long,lt_debt,17.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2015,France,long,lt_debt,35.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2016,China,long,total,30.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2015,China,long,total,32.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2016,China,long,equities,23.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2015,China,long,equities,27.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2016,China,long,master_funds,0.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2015,China,long,master_funds,0.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2016,China,long,st_debt,0.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2015,China,long,st_debt,0.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2016,China,long,lt_debt,7.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2015,China,long,lt_debt,5.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2016,Canada,long,total,31.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2015,Canada,long,total,22.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2016,Canada,long,equities,8.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2015,Canada,long,equities,7.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2016,Canada,long,master_funds,0.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2015,Canada,long,master_funds,0.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2016,Canada,long,st_debt,5.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2015,Canada,long,st_debt,2.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2016,Canada,long,lt_debt,18.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2015,Canada,long,lt_debt,13.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2016,Curacao,long,total,18.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2015,Curacao,long,total,20.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2016,Curacao,long,equities,0.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2015,Curacao,long,equities,0.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2016,Curacao,long,master_funds,18.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2015,Curacao,long,master_funds,20.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2016,Curacao,long,st_debt,0.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2015,Curacao,long,st_debt,0.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2016,Curacao,long,lt_debt,0.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2015,Curacao,long,lt_debt,0.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2016,Ireland,long,total,18.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2015,Ireland,long,total,15.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2016,Ireland,long,equities,10.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2015,Ireland,long,equities,10.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2016,Ireland,long,master_funds,6.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2015,Ireland,long,master_funds,2.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2016,Ireland,long,st_debt,0.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2015,Ireland,long,st_debt,0.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2016,Ireland,long,lt_debt,2.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2015,Ireland,long,lt_debt,3.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2016,Netherlands,long,total,18.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2015,Netherlands,long,total,14.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2016,Netherlands,long,equities,8.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2015,Netherlands,long,equities,4.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2016,Netherlands,long,master_funds,0.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2015,Netherlands,long,master_funds,0.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2016,Netherlands,long,st_debt,1.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2015,Netherlands,long,st_debt,0.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2016,Netherlands,long,lt_debt,9.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2015,Netherlands,long,lt_debt,10.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2016,Hong Kong,long,total,17.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2015,Hong Kong,long,total,15.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2016,Hong Kong,long,equities,12.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2015,Hong Kong,long,equities,10.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2016,Hong Kong,long,master_funds,0.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2015,Hong Kong,long,master_funds,0.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2016,Hong Kong,long,st_debt,0.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2015,Hong Kong,long,st_debt,1.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2016,Hong Kong,long,lt_debt,5.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2015,Hong Kong,long,lt_debt,4.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2016,Denmark,long,total,6.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2015,Denmark,long,total,18.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2016,Denmark,long,equities,3.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2015,Denmark,long,equities,3.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2016,Denmark,long,master_funds,0.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2015,Denmark,long,master_funds,0.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2016,Denmark,long,st_debt,0.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2015,Denmark,long,st_debt,0.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2016,Denmark,long,lt_debt,3.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2015,Denmark,long,lt_debt,15.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2016,Sweden,long,total,7.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2015,Sweden,long,total,15.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2016,Sweden,long,equities,2.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2015,Sweden,long,equities,4.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2016,Sweden,long,master_funds,0.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2015,Sweden,long,master_funds,0.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2016,Sweden,long,st_debt,0.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2015,Sweden,long,st_debt,0.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2016,Sweden,long,lt_debt,5.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2015,Sweden,long,lt_debt,11.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2016,Other Developed Countries,long,total,64.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2015,Other Developed Countries,long,total,60.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2016,Other Developed Countries,long,equities,19.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2015,Other Developed Countries,long,equities,17.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2016,Other Developed Countries,long,master_funds,7.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2015,Other Developed Countries,long,master_funds,4.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2016,Other Developed Countries,long,st_debt,2.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2015,Other Developed Countries,long,st_debt,7.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2016,Other Developed Countries,long,lt_debt,36.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2015,Other Developed Countries,long,lt_debt,32.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2016,Developing Latin America and the Caribbean,long,total,21.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2015,Developing Latin America and the Caribbean,long,total,23.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2016,Developing Latin America and the Caribbean,long,equities,3.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2015,Developing Latin America and the Caribbean,long,equities,3.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2016,Developing Latin America and the Caribbean,long,master_funds,0.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2015,Developing Latin America and the Caribbean,long,master_funds,0.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2016,Developing Latin America and the Caribbean,long,st_debt,1.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2015,Developing Latin America and the Caribbean,long,st_debt,1.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2016,Developing Latin America and the Caribbean,long,lt_debt,17.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2015,Developing Latin America and the Caribbean,long,lt_debt,19.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2016,Developing Asia and the Pacific,long,total,19.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2015,Developing Asia and the Pacific,long,total,20.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2016,Developing Asia and the Pacific,long,equities,11.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2015,Developing Asia and the Pacific,long,equities,8.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2016,Developing Asia and the Pacific,long,master_funds,0.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2015,Developing Asia and the Pacific,long,master_funds,0.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2016,Developing Asia and the Pacific,long,st_debt,0.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2015,Developing Asia and the Pacific,long,st_debt,0.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2016,Developing Asia and the Pacific,long,lt_debt,8.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2015,Developing Asia and the Pacific,long,lt_debt,12.0,US$ bn,
ISD 2016,ISD 2016 PDF InvestmentsStatisti_1515159474.pdf p.10 Fig.9,2016,Other Offshore Centres,long,total,15.0,US$ bn,
