edition,source,column_year,jurisdiction,side,instrument,value_usd_bn,unit_published,note
ISD 2019,ISD 2019 PDF InvestmentsStatisti_1615563453.pdf p.16 Fig.10(a),2018,Ireland,short,equities,0.0,US$ bn,
ISD 2019,ISD 2019 PDF InvestmentsStatisti_1615563453.pdf p.16 Fig.10(a),2019,Ireland,short,st_debt,0.0,US$ bn,
ISD 2019,ISD 2019 PDF InvestmentsStatisti_1615563453.pdf p.16 Fig.10(a),2018,Ireland,short,st_debt,0.0,US$ bn,
ISD 2019,ISD 2019 PDF InvestmentsStatisti_1615563453.pdf p.16 Fig.10(a),2019,Ireland,short,lt_debt,0.0,US$ bn,
ISD 2019,ISD 2019 PDF InvestmentsStatisti_1615563453.pdf p.16 Fig.10(a),2018,Ireland,short,lt_debt,0.0,US$ bn,
ISD 2019,ISD 2019 PDF InvestmentsStatisti_1615563453.pdf p.16 Fig.10(a),2019,Sweden,short,total,0.0,US$ bn,
ISD 2019,ISD 2019 PDF InvestmentsStatisti_1615563453.pdf p.16 Fig.10(a),2018,Sweden,short,total,0.0,US$ bn,
ISD 2019,ISD 2019 PDF InvestmentsStatisti_1615563453.pdf p.16 Fig.10(a),2019,Sweden,short,equities,0.0,US$ bn,
ISD 2019,ISD 2019 PDF InvestmentsStatisti_1615563453.pdf p.16 Fig.10(a),2018,Sweden,short,equities,0.0,US$ bn,
ISD 2019,ISD 2019 PDF InvestmentsStatisti_1615563453.pdf p.16 Fig.10(a),2019,Sweden,short,st_debt,0.0,US$ bn,
ISD 2019,ISD 2019 PDF InvestmentsStatisti_1615563453.pdf p.16 Fig.10(a),2018,Sweden,short,st_debt,0.0,US$ bn,
ISD 2019,ISD 2019 PDF InvestmentsStatisti_1615563453.pdf p.16 Fig.10(a),2019,Sweden,short,lt_debt,0.0,US$ bn,
ISD 2019,ISD 2019 PDF InvestmentsStatisti_1615563453.pdf p.16 Fig.10(a),2018,Sweden,short,lt_debt,0.0,US$ bn,
ISD 2019,ISD 2019 PDF InvestmentsStatisti_1615563453.pdf p.16 Fig.10(a),2019,Hong Kong,short,total,0.0,US$ bn,
ISD 2019,ISD 2019 PDF InvestmentsStatisti_1615563453.pdf p.16 Fig.10(a),2018,Hong Kong,short,total,-1.0,US$ bn,
ISD 2019,ISD 2019 PDF InvestmentsStatisti_1615563453.pdf p.16 Fig.10(a),2019,Hong Kong,short,equities,0.0,US$ bn,
ISD 2019,ISD 2019 PDF InvestmentsStatisti_1615563453.pdf p.16 Fig.10(a),2018,Hong Kong,short,equities,-1.0,US$ bn,
ISD 2019,ISD 2019 PDF InvestmentsStatisti_1615563453.pdf p.16 Fig.10(a),2019,Hong Kong,short,st_debt,0.0,US$ bn,
ISD 2019,ISD 2019 PDF InvestmentsStatisti_1615563453.pdf p.16 Fig.10(a),2018,Hong Kong,short,st_debt,0.0,US$ bn,
ISD 2019,ISD 2019 PDF InvestmentsStatisti_1615563453.pdf p.16 Fig.10(a),2019,Hong Kong,short,lt_debt,0.0,US$ bn,
ISD 2019,ISD 2019 PDF InvestmentsStatisti_1615563453.pdf p.16 Fig.10(a),2018,Hong Kong,short,lt_debt,0.0,US$ bn,
ISD 2019,ISD 2019 PDF InvestmentsStatisti_1615563453.pdf p.16 Fig.10(a),2019,Developing Latin America and the Caribbean,short,total,0.0,US$ bn,
ISD 2019,ISD 2019 PDF InvestmentsStatisti_1615563453.pdf p.16 Fig.10(a),2018,Developing Latin America and the Caribbean,short,total,-1.0,US$ bn,
ISD 2019,ISD 2019 PDF InvestmentsStatisti_1615563453.pdf p.16 Fig.10(a),2019,Developing Latin America and the Caribbean,short,equities,0.0,US$ bn,
ISD 2019,ISD 2019 PDF InvestmentsStatisti_1615563453.pdf p.16 Fig.10(a),2018,Developing Latin America and the Caribbean,short,equities,0.0,US$ bn,
ISD 2019,ISD 2019 PDF InvestmentsStatisti_1615563453.pdf p.16 Fig.10(a),2019,Developing Latin America and the Caribbean,short,st_debt,0.0,US$ bn,
ISD 2019,ISD 2019 PDF InvestmentsStatisti_1615563453.pdf p.16 Fig.10(a),2018,Developing Latin America and the Caribbean,short,st_debt,-1.0,US$ bn,
ISD 2019,ISD 2019 PDF InvestmentsStatisti_1615563453.pdf p.16 Fig.10(a),2019,Developing Latin America and the Caribbean,short,lt_debt,0.0,US$ bn,
ISD 2019,ISD 2019 PDF InvestmentsStatisti_1615563453.pdf p.16 Fig.10(a),2018,Developing Latin America and the Caribbean,short,lt_debt,0.0,US$ bn,
ISD 2019,ISD 2019 PDF InvestmentsStatisti_1615563453.pdf p.16 Fig.10(a),2019,Developing Africa and the Middle East,short,total,-1.0,US$ bn,
ISD 2019,ISD 2019 PDF InvestmentsStatisti_1615563453.pdf p.16 Fig.10(a),2018,Developing Africa and the Middle East,short,total,-1.0,US$ bn,
ISD 2019,ISD 2019 PDF InvestmentsStatisti_1615563453.pdf p.16 Fig.10(a),2019,Developing Africa and the Middle East,short,equities,0.0,US$ bn,
ISD 2019,ISD 2019 PDF InvestmentsStatisti_1615563453.pdf p.16 Fig.10(a),2018,Developing Africa and the Middle East,short,equities,0.0,US$ bn,
ISD 2019,ISD 2019 PDF InvestmentsStatisti_1615563453.pdf p.16 Fig.10(a),2019,Developing Africa and the Middle East,short,st_debt,-1.0,US$ bn,
ISD 2019,ISD 2019 PDF InvestmentsStatisti_1615563453.pdf p.16 Fig.10(a),2018,Developing Africa and the Middle East,short,st_debt,0.0,US$ bn,
ISD 2019,ISD 2019 PDF InvestmentsStatisti_1615563453.pdf p.16 Fig.10(a),2019,Developing Africa and the Middle East,short,lt_debt,0.0,US$ bn,
ISD 2019,ISD 2019 PDF InvestmentsStatisti_1615563453.pdf p.16 Fig.10(a),2018,Developing Africa and the Middle East,short,lt_debt,-1.0,US$ bn,
ISD 2019,ISD 2019 PDF InvestmentsStatisti_1615563453.pdf p.16 Fig.10(a),2019,Other Offshore Centres,short,total,0.0,US$ bn,
ISD 2019,ISD 2019 PDF InvestmentsStatisti_1615563453.pdf p.16 Fig.10(a),2018,Other Offshore Centres,short,total,0.0,US$ bn,
ISD 2019,ISD 2019 PDF InvestmentsStatisti_1615563453.pdf p.16 Fig.10(a),2019,Other Offshore Centres,short,equities,0.0,US$ bn,
ISD 2019,ISD 2019 PDF InvestmentsStatisti_1615563453.pdf p.16 Fig.10(a),2018,Other Offshore Centres,short,equities,0.0,US$ bn,
ISD 2019,ISD 2019 PDF InvestmentsStatisti_1615563453.pdf p.16 Fig.10(a),2019,Other Offshore Centres,short,st_debt,0.0,US$ bn,
ISD 2019,ISD 2019 PDF InvestmentsStatisti_1615563453.pdf p.16 Fig.10(a),2018,Other Offshore Centres,short,st_debt,0.0,US$ bn,
ISD 2019,ISD 2019 PDF InvestmentsStatisti_1615563453.pdf p.16 Fig.10(a),2019,Other Offshore Centres,short,lt_debt,0.0,US$ bn,
ISD 2019,ISD 2019 PDF InvestmentsStatisti_1615563453.pdf p.16 Fig.10(a),2018,Other Offshore Centres,short,lt_debt,0.0,US$ bn,
ISD 2019,ISD 2019 PDF InvestmentsStatisti_1615563453.pdf p.16 Fig.10(a),2019,Developing Asia and the Pacific,short,total,0.0,US$ bn,
ISD 2019,ISD 2019 PDF InvestmentsStatisti_1615563453.pdf p.16 Fig.10(a),2018,Developing Asia and the Pacific,short,total,0.0,US$ bn,
ISD 2019,ISD 2019 PDF InvestmentsStatisti_1615563453.pdf p.16 Fig.10(a),2019,Developing Asia and the Pacific,short,equities,0.0,US$ bn,
ISD 2019,ISD 2019 PDF InvestmentsStatisti_1615563453.pdf p.16 Fig.10(a),2018,Developing Asia and the Pacific,short,equities,0.0,US$ bn,
ISD 2019,ISD 2019 PDF InvestmentsStatisti_1615563453.pdf p.16 Fig.10(a),2019,Developing Asia and the Pacific,short,st_debt,0.0,US$ bn,
ISD 2019,ISD 2019 PDF InvestmentsStatisti_1615563453.pdf p.16 Fig.10(a),2018,Developing Asia and the Pacific,short,st_debt,0.0,US$ bn,
ISD 2019,ISD 2019 PDF InvestmentsStatisti_1615563453.pdf p.16 Fig.10(a),2019,Developing Asia and the Pacific,short,lt_debt,0.0,US$ bn,
ISD 2019,ISD 2019 PDF InvestmentsStatisti_1615563453.pdf p.16 Fig.10(a),2018,Developing Asia and the Pacific,short,lt_debt,0.0,US$ bn,
ISD 2019,ISD 2019 PDF InvestmentsStatisti_1615563453.pdf p.16 Fig.10(a),2019,Developing Europe,short,total,0.0,US$ bn,
ISD 2019,ISD 2019 PDF InvestmentsStatisti_1615563453.pdf p.16 Fig.10(a),2018,Developing Europe,short,total,0.0,US$ bn,
ISD 2019,ISD 2019 PDF InvestmentsStatisti_1615563453.pdf p.16 Fig.10(a),2019,Developing Europe,short,equities,0.0,US$ bn,
ISD 2019,ISD 2019 PDF InvestmentsStatisti_1615563453.pdf p.16 Fig.10(a),2018,Developing Europe,short,equities,0.0,US$ bn,
ISD 2019,ISD 2019 PDF InvestmentsStatisti_1615563453.pdf p.16 Fig.10(a),2019,Developing Europe,short,st_debt,0.0,US$ bn,
ISD 2019,ISD 2019 PDF InvestmentsStatisti_1615563453.pdf p.16 Fig.10(a),2018,Developing Europe,short,st_debt,0.0,US$ bn,
ISD 2019,ISD 2019 PDF InvestmentsStatisti_1615563453.pdf p.16 Fig.10(a),2019,Developing Europe,short,lt_debt,0.0,US$ bn,
ISD 2019,ISD 2019 PDF InvestmentsStatisti_1615563453.pdf p.16 Fig.10(a),2018,Developing Europe,short,lt_debt,0.0,US$ bn,
ISD 2019,ISD 2019 PDF InvestmentsStatisti_1615563453.pdf p.16 Fig.10(a),2019,Total,short,total,-336.0,US$ bn,
ISD 2019,ISD 2019 PDF InvestmentsStatisti_1615563453.pdf p.16 Fig.10(a),2018,Total,short,total,-504.0,US$ bn,
ISD 2019,ISD 2019 PDF InvestmentsStatisti_1615563453.pdf p.16 Fig.10(a),2019,Total,short,equities,-26.0,US$ bn,
ISD 2019,ISD 2019 PDF InvestmentsStatisti_1615563453.pdf p.16 Fig.10(a),2018,Total,short,equities,-75.0,US$ bn,
ISD 2019,ISD 2019 PDF InvestmentsStatisti_1615563453.pdf p.16 Fig.10(a),2019,Total,short,st_debt,-105.0,US$ bn,
ISD 2019,ISD 2019 PDF InvestmentsStatisti_1615563453.pdf p.16 Fig.10(a),2018,Total,short,st_debt,-139.0,US$ bn,
ISD 2019,ISD 2019 PDF InvestmentsStatisti_1615563453.pdf p.16 Fig.10(a),2019,Total,short,lt_debt,-205.0,US$ bn,
ISD 2019,ISD 2019 PDF InvestmentsStatisti_1615563453.pdf p.16 Fig.10(a),2018,Total,short,lt_debt,-290.0,US$ bn,
ISD 2020,ISD 2020 Infogram https://e.infogram.com/1b3bc8ec-0371-4a51-8de5-7acf48b3d107?src=embed,2020,United States,long,total,2121.0,US$ bn,
ISD 2020,ISD 2020 Infogram https://e.infogram.com/1b3bc8ec-0371-4a51-8de5-7acf48b3d107?src=embed,2019,United States,long,total,1567.0,US$ bn,
ISD 2020,ISD 2020 Infogram https://e.infogram.com/1b3bc8ec-0371-4a51-8de5-7acf48b3d107?src=embed,2020,United States,long,equities,671.0,US$ bn,
ISD 2020,ISD 2020 Infogram https://e.infogram.com/1b3bc8ec-0371-4a51-8de5-7acf48b3d107?src=embed,2019,United States,long,equities,337.0,US$ bn,
ISD 2020,ISD 2020 Infogram https://e.infogram.com/1b3bc8ec-0371-4a51-8de5-7acf48b3d107?src=embed,2020,United States,long,master_funds,185.0,US$ bn,
ISD 2020,ISD 2020 Infogram https://e.infogram.com/1b3bc8ec-0371-4a51-8de5-7acf48b3d107?src=embed,2019,United States,long,master_funds,107.0,US$ bn,
ISD 2020,ISD 2020 Infogram https://e.infogram.com/1b3bc8ec-0371-4a51-8de5-7acf48b3d107?src=embed,2020,United States,long,st_debt,163.0,US$ bn,
ISD 2020,ISD 2020 Infogram https://e.infogram.com/1b3bc8ec-0371-4a51-8de5-7acf48b3d107?src=embed,2019,United States,long,st_debt,169.0,US$ bn,
ISD 2020,ISD 2020 Infogram https://e.infogram.com/1b3bc8ec-0371-4a51-8de5-7acf48b3d107?src=embed,2020,United States,long,lt_debt,1102.0,US$ bn,
ISD 2020,ISD 2020 Infogram https://e.infogram.com/1b3bc8ec-0371-4a51-8de5-7acf48b3d107?src=embed,2019,United States,long,lt_debt,954.0,US$ bn,
ISD 2020,ISD 2020 Infogram https://e.infogram.com/1b3bc8ec-0371-4a51-8de5-7acf48b3d107?src=embed,2020,Cayman Islands,long,total,1423.0,US$ bn,
ISD 2020,ISD 2020 Infogram https://e.infogram.com/1b3bc8ec-0371-4a51-8de5-7acf48b3d107?src=embed,2019,Cayman Islands,long,total,952.0,US$ bn,
ISD 2020,ISD 2020 Infogram https://e.infogram.com/1b3bc8ec-0371-4a51-8de5-7acf48b3d107?src=embed,2020,Cayman Islands,long,equities,77.0,US$ bn,
ISD 2020,ISD 2020 Infogram https://e.infogram.com/1b3bc8ec-0371-4a51-8de5-7acf48b3d107?src=embed,2019,Cayman Islands,long,equities,63.0,US$ bn,
ISD 2020,ISD 2020 Infogram https://e.infogram.com/1b3bc8ec-0371-4a51-8de5-7acf48b3d107?src=embed,2020,Cayman Islands,long,master_funds,1311.0,US$ bn,
ISD 2020,ISD 2020 Infogram https://e.infogram.com/1b3bc8ec-0371-4a51-8de5-7acf48b3d107?src=embed,2019,Cayman Islands,long,master_funds,874.0,US$ bn,
ISD 2020,ISD 2020 Infogram https://e.infogram.com/1b3bc8ec-0371-4a51-8de5-7acf48b3d107?src=embed,2020,Cayman Islands,long,st_debt,2.0,US$ bn,
ISD 2020,ISD 2020 Infogram https://e.infogram.com/1b3bc8ec-0371-4a51-8de5-7acf48b3d107?src=embed,2019,Cayman Islands,long,st_debt,0.0,US$ bn,
ISD 2020,ISD 2020 Infogram https://e.infogram.com/1b3bc8ec-0371-4a51-8de5-7acf48b3d107?src=embed,2020,Cayman Islands,long,lt_debt,33.0,US$ bn,
ISD 2020,ISD 2020 Infogram https://e.infogram.com/1b3bc8ec-0371-4a51-8de5-7acf48b3d107?src=embed,2019,Cayman Islands,long,lt_debt,15.0,US$ bn,
ISD 2020,ISD 2020 Infogram https://e.infogram.com/1b3bc8ec-0371-4a51-8de5-7acf48b3d107?src=embed,2020,Japan,long,total,254.0,US$ bn,
ISD 2020,ISD 2020 Infogram https://e.infogram.com/1b3bc8ec-0371-4a51-8de5-7acf48b3d107?src=embed,2019,Japan,long,total,106.0,US$ bn,
ISD 2020,ISD 2020 Infogram https://e.infogram.com/1b3bc8ec-0371-4a51-8de5-7acf48b3d107?src=embed,2020,Japan,long,equities,173.0,US$ bn,
ISD 2020,ISD 2020 Infogram https://e.infogram.com/1b3bc8ec-0371-4a51-8de5-7acf48b3d107?src=embed,2019,Japan,long,equities,37.0,US$ bn,
ISD 2020,ISD 2020 Infogram https://e.infogram.com/1b3bc8ec-0371-4a51-8de5-7acf48b3d107?src=embed,2020,Japan,long,master_funds,2.0,US$ bn,
ISD 2020,ISD 2020 Infogram https://e.infogram.com/1b3bc8ec-0371-4a51-8de5-7acf48b3d107?src=embed,2019,Japan,long,master_funds,0.0,US$ bn,
ISD 2020,ISD 2020 Infogram https://e.infogram.com/1b3bc8ec-0371-4a51-8de5-7acf48b3d107?src=embed,2020,Japan,long,st_debt,31.0,US$ bn,
ISD 2020,ISD 2020 Infogram https://e.infogram.com/1b3bc8ec-0371-4a51-8de5-7acf48b3d107?src=embed,2019,Japan,long,st_debt,27.0,US$ bn,
ISD 2020,ISD 2020 Infogram https://e.infogram.com/1b3bc8ec-0371-4a51-8de5-7acf48b3d107?src=embed,2020,Japan,long,lt_debt,48.0,US$ bn,
ISD 2020,ISD 2020 Infogram https://e.infogram.com/1b3bc8ec-0371-4a51-8de5-7acf48b3d107?src=embed,2019,Japan,long,lt_debt,42.0,US$ bn,
ISD 2020,ISD 2020 Infogram https://e.infogram.com/1b3bc8ec-0371-4a51-8de5-7acf48b3d107?src=embed,2020,Other Developed Countries,long,total,172.0,US$ bn,
ISD 2020,ISD 2020 Infogram https://e.infogram.com/1b3bc8ec-0371-4a51-8de5-7acf48b3d107?src=embed,2019,Other Developed Countries,long,total,146.0,US$ bn,
ISD 2020,ISD 2020 Infogram https://e.infogram.com/1b3bc8ec-0371-4a51-8de5-7acf48b3d107?src=embed,2020,Other Developed Countries,long,equities,26.0,US$ bn,
ISD 2020,ISD 2020 Infogram https://e.infogram.com/1b3bc8ec-0371-4a51-8de5-7acf48b3d107?src=embed,2019,Other Developed Countries,long,equities,17.0,US$ bn,
ISD 2020,ISD 2020 Infogram https://e.infogram.com/1b3bc8ec-0371-4a51-8de5-7acf48b3d107?src=embed,2020,Other Developed Countries,long,master_funds,11.0,US$ bn,
ISD 2020,ISD 2020 Infogram https://e.infogram.com/1b3bc8ec-0371-4a51-8de5-7acf48b3d107?src=embed,2019,Other Developed Countries,long,master_funds,9.0,US$ bn,
ISD 2020,ISD 2020 Infogram https://e.infogram.com/1b3bc8ec-0371-4a51-8de5-7acf48b3d107?src=embed,2020,Other Developed Countries,long,st_debt,18.0,US$ bn,
ISD 2020,ISD 2020 Infogram https://e.infogram.com/1b3bc8ec-0371-4a51-8de5-7acf48b3d107?src=embed,2019,Other Developed Countries,long,st_debt,23.0,US$ bn,
ISD 2020,ISD 2020 Infogram https://e.infogram.com/1b3bc8ec-0371-4a51-8de5-7acf48b3d107?src=embed,2020,Other Developed Countries,long,lt_debt,117.0,US$ bn,
ISD 2020,ISD 2020 Infogram https://e.infogram.com/1b3bc8ec-0371-4a51-8de5-7acf48b3d107?src=embed,2019,Other Developed Countries,long,lt_debt,97.0,US$ bn,
ISD 2020,ISD 2020 Infogram https://e.infogram.com/1b3bc8ec-0371-4a51-8de5-7acf48b3d107?src=embed,2020,China,long,total,165.0,US$ bn,
ISD 2020,ISD 2020 Infogram https://e.infogram.com/1b3bc8ec-0371-4a51-8de5-7acf48b3d107?src=embed,2019,China,long,total,81.0,US$ bn,
ISD 2020,ISD 2020 Infogram https://e.infogram.com/1b3bc8ec-0371-4a51-8de5-7acf48b3d107?src=embed,2020,China,long,equities,121.0,US$ bn,
ISD 2020,ISD 2020 Infogram https://e.infogram.com/1b3bc8ec-0371-4a51-8de5-7acf48b3d107?src=embed,2019,China,long,equities,60.0,US$ bn,
ISD 2020,ISD 2020 Infogram https://e.infogram.com/1b3bc8ec-0371-4a51-8de5-7acf48b3d107?src=embed,2020,China,long,master_funds,1.0,US$ bn,
ISD 2020,ISD 2020 Infogram https://e.infogram.com/1b3bc8ec-0371-4a51-8de5-7acf48b3d107?src=embed,2019,China,long,master_funds,0.0,US$ bn,
ISD 2020,ISD 2020 Infogram https://e.infogram.com/1b3bc8ec-0371-4a51-8de5-7acf48b3d107?src=embed,2020,China,long,st_debt,3.0,US$ bn,
ISD 2020,ISD 2020 Infogram https://e.infogram.com/1b3bc8ec-0371-4a51-8de5-7acf48b3d107?src=embed,2019,China,long,st_debt,1.0,US$ bn,
ISD 2020,ISD 2020 Infogram https://e.infogram.com/1b3bc8ec-0371-4a51-8de5-7acf48b3d107?src=embed,2020,China,long,lt_debt,40.0,US$ bn,
ISD 2020,ISD 2020 Infogram https://e.infogram.com/1b3bc8ec-0371-4a51-8de5-7acf48b3d107?src=embed,2019,China,long,lt_debt,20.0,US$ bn,
ISD 2020,ISD 2020 Infogram https://e.infogram.com/1b3bc8ec-0371-4a51-8de5-7acf48b3d107?src=embed,2020,United Kingdom,long,total,114.0,US$ bn,
ISD 2020,ISD 2020 Infogram https://e.infogram.com/1b3bc8ec-0371-4a51-8de5-7acf48b3d107?src=embed,2019,United Kingdom,long,total,59.0,US$ bn,
ISD 2020,ISD 2020 Infogram https://e.infogram.com/1b3bc8ec-0371-4a51-8de5-7acf48b3d107?src=embed,2020,United Kingdom,long,equities,22.0,US$ bn,
ISD 2020,ISD 2020 Infogram https://e.infogram.com/1b3bc8ec-0371-4a51-8de5-7acf48b3d107?src=embed,2019,United Kingdom,long,equities,15.0,US$ bn,
ISD 2020,ISD 2020 Infogram https://e.infogram.com/1b3bc8ec-0371-4a51-8de5-7acf48b3d107?src=embed,2020,United Kingdom,long,master_funds,1.0,US$ bn,
ISD 2020,ISD 2020 Infogram https://e.infogram.com/1b3bc8ec-0371-4a51-8de5-7acf48b3d107?src=embed,2019,United Kingdom,long,master_funds,0.0,US$ bn,
ISD 2020,ISD 2020 Infogram https://e.infogram.com/1b3bc8ec-0371-4a51-8de5-7acf48b3d107?src=embed,2020,United Kingdom,long,st_debt,10.0,US$ bn,
ISD 2020,ISD 2020 Infogram https://e.infogram.com/1b3bc8ec-0371-4a51-8de5-7acf48b3d107?src=embed,2019,United Kingdom,long,st_debt,7.0,US$ bn,
ISD 2020,ISD 2020 Infogram https://e.infogram.com/1b3bc8ec-0371-4a51-8de5-7acf48b3d107?src=embed,2020,United Kingdom,long,lt_debt,81.0,US$ bn,
ISD 2020,ISD 2020 Infogram https://e.infogram.com/1b3bc8ec-0371-4a51-8de5-7acf48b3d107?src=embed,2019,United Kingdom,long,lt_debt,37.0,US$ bn,
ISD 2020,ISD 2020 Infogram https://e.infogram.com/1b3bc8ec-0371-4a51-8de5-7acf48b3d107?src=embed,2020,France,long,total,59.0,US$ bn,
ISD 2020,ISD 2020 Infogram https://e.infogram.com/1b3bc8ec-0371-4a51-8de5-7acf48b3d107?src=embed,2019,France,long,total,55.0,US$ bn,
ISD 2020,ISD 2020 Infogram https://e.infogram.com/1b3bc8ec-0371-4a51-8de5-7acf48b3d107?src=embed,2020,France,long,equities,12.0,US$ bn,
ISD 2020,ISD 2020 Infogram https://e.infogram.com/1b3bc8ec-0371-4a51-8de5-7acf48b3d107?src=embed,2019,France,long,equities,8.0,US$ bn,
ISD 2020,ISD 2020 Infogram https://e.infogram.com/1b3bc8ec-0371-4a51-8de5-7acf48b3d107?src=embed,2020,France,long,master_funds,0.0,US$ bn,
ISD 2020,ISD 2020 Infogram https://e.infogram.com/1b3bc8ec-0371-4a51-8de5-7acf48b3d107?src=embed,2019,France,long,master_funds,3.0,US$ bn,
ISD 2020,ISD 2020 Infogram https://e.infogram.com/1b3bc8ec-0371-4a51-8de5-7acf48b3d107?src=embed,2020,France,long,st_debt,16.0,US$ bn,
ISD 2020,ISD 2020 Infogram https://e.infogram.com/1b3bc8ec-0371-4a51-8de5-7acf48b3d107?src=embed,2019,France,long,st_debt,22.0,US$ bn,
ISD 2020,ISD 2020 Infogram https://e.infogram.com/1b3bc8ec-0371-4a51-8de5-7acf48b3d107?src=embed,2020,France,long,lt_debt,31.0,US$ bn,
ISD 2020,ISD 2020 Infogram https://e.infogram.com/1b3bc8ec-0371-4a51-8de5-7acf48b3d107?src=embed,2019,France,long,lt_debt,25.0,US$ bn,
ISD 2020,ISD 2020 Infogram https://e.infogram.com/1b3bc8ec-0371-4a51-8de5-7acf48b3d107?src=embed,2020,Ireland,long,total,45.0,US$ bn,
ISD 2020,ISD 2020 Infogram https://e.infogram.com/1b3bc8ec-0371-4a51-8de5-7acf48b3d107?src=embed,2019,Ireland,long,total,21.0,US$ bn,
ISD 2020,ISD 2020 Infogram https://e.infogram.com/1b3bc8ec-0371-4a51-8de5-7acf48b3d107?src=embed,2020,Ireland,long,equities,15.0,US$ bn,
ISD 2020,ISD 2020 Infogram https://e.infogram.com/1b3bc8ec-0371-4a51-8de5-7acf48b3d107?src=embed,2019,Ireland,long,equities,10.0,US$ bn,
ISD 2020,ISD 2020 Infogram https://e.infogram.com/1b3bc8ec-0371-4a51-8de5-7acf48b3d107?src=embed,2020,Ireland,long,master_funds,19.0,US$ bn,
ISD 2020,ISD 2020 Infogram https://e.infogram.com/1b3bc8ec-0371-4a51-8de5-7acf48b3d107?src=embed,2019,Ireland,long,master_funds,8.0,US$ bn,
ISD 2020,ISD 2020 Infogram https://e.infogram.com/1b3bc8ec-0371-4a51-8de5-7acf48b3d107?src=embed,2020,Ireland,long,st_debt,0.0,US$ bn,
ISD 2020,ISD 2020 Infogram https://e.infogram.com/1b3bc8ec-0371-4a51-8de5-7acf48b3d107?src=embed,2019,Ireland,long,st_debt,0.0,US$ bn,
ISD 2020,ISD 2020 Infogram https://e.infogram.com/1b3bc8ec-0371-4a51-8de5-7acf48b3d107?src=embed,2020,Ireland,long,lt_debt,11.0,US$ bn,
ISD 2020,ISD 2020 Infogram https://e.infogram.com/1b3bc8ec-0371-4a51-8de5-7acf48b3d107?src=embed,2019,Ireland,long,lt_debt,3.0,US$ bn,
ISD 2020,ISD 2020 Infogram https://e.infogram.com/1b3bc8ec-0371-4a51-8de5-7acf48b3d107?src=embed,2020,Germany,long,total,37.0,US$ bn,
ISD 2020,ISD 2020 Infogram https://e.infogram.com/1b3bc8ec-0371-4a51-8de5-7acf48b3d107?src=embed,2019,Germany,long,total,23.0,US$ bn,
ISD 2020,ISD 2020 Infogram https://e.infogram.com/1b3bc8ec-0371-4a51-8de5-7acf48b3d107?src=embed,2020,Germany,long,equities,8.0,US$ bn,
ISD 2020,ISD 2020 Infogram https://e.infogram.com/1b3bc8ec-0371-4a51-8de5-7acf48b3d107?src=embed,2019,Germany,long,equities,7.0,US$ bn,
ISD 2020,ISD 2020 Infogram https://e.infogram.com/1b3bc8ec-0371-4a51-8de5-7acf48b3d107?src=embed,2020,Germany,long,master_funds,0.0,US$ bn,
ISD 2020,ISD 2020 Infogram https://e.infogram.com/1b3bc8ec-0371-4a51-8de5-7acf48b3d107?src=embed,2019,Germany,long,master_funds,0.0,US$ bn,
ISD 2020,ISD 2020 Infogram https://e.infogram.com/1b3bc8ec-0371-4a51-8de5-7acf48b3d107?src=embed,2020,Germany,long,st_debt,18.0,US$ bn,
ISD 2020,ISD 2020 Infogram https://e.infogram.com/1b3bc8ec-0371-4a51-8de5-7acf48b3d107?src=embed,2019,Germany,long,st_debt,11.0,US$ bn,
ISD 2020,ISD 2020 Infogram https://e.infogram.com/1b3bc8ec-0371-4a51-8de5-7acf48b3d107?src=embed,2020,Germany,long,lt_debt,11.0,US$ bn,
ISD 2020,ISD 2020 Infogram https://e.infogram.com/1b3bc8ec-0371-4a51-8de5-7acf48b3d107?src=embed,2019,Germany,long,lt_debt,5.0,US$ bn,
ISD 2020,ISD 2020 Infogram https://e.infogram.com/1b3bc8ec-0371-4a51-8de5-7acf48b3d107?src=embed,2020,Other Offshore Centres,long,total,34.0,US$ bn,
ISD 2020,ISD 2020 Infogram https://e.infogram.com/1b3bc8ec-0371-4a51-8de5-7acf48b3d107?src=embed,2019,Other Offshore Centres,long,total,18.0,US$ bn,
ISD 2020,ISD 2020 Infogram https://e.infogram.com/1b3bc8ec-0371-4a51-8de5-7acf48b3d107?src=embed,2020,Other Offshore Centres,long,equities,14.0,US$ bn,
ISD 2020,ISD 2020 Infogram https://e.infogram.com/1b3bc8ec-0371-4a51-8de5-7acf48b3d107?src=embed,2019,Other Offshore Centres,long,equities,11.0,US$ bn,
ISD 2020,ISD 2020 Infogram https://e.infogram.com/1b3bc8ec-0371-4a51-8de5-7acf48b3d107?src=embed,2020,Other Offshore Centres,long,master_funds,13.0,US$ bn,
ISD 2020,ISD 2020 Infogram https://e.infogram.com/1b3bc8ec-0371-4a51-8de5-7acf48b3d107?src=embed,2019,Other Offshore Centres,long,master_funds,6.0,US$ bn,
ISD 2020,ISD 2020 Infogram https://e.infogram.com/1b3bc8ec-0371-4a51-8de5-7acf48b3d107?src=embed,2020,Other Offshore Centres,long,st_debt,1.0,US$ bn,
ISD 2020,ISD 2020 Infogram https://e.infogram.com/1b3bc8ec-0371-4a51-8de5-7acf48b3d107?src=embed,2019,Other Offshore Centres,long,st_debt,0.0,US$ bn,
